,Rating,Review,Comment
13954,3,Delivered and installed within stipulated period. Installation had happened smoothly. At last bought good product.READ MORE,Great product
13955,5,Nice productREAD MORE,Fair
13956,5,I have faced lot problem t v always hangingREAD MORE,Unsatisfactory
13957,5,GoodREAD MORE,Wonderful
13958,4,SuperREAD MORE,Worth every penny
13959,2,Nailed it@11999 worth buying itREAD MORE,Perfect product!
13960,1,super product in very good producetREAD MORE,Worth the money
13961,1,Fitted the tv abnormallyREAD MORE,Utterly Disappointed
13962,5,Amazing productREAD MORE,Simply awesome
13963,4,This is my 3nd MI TV all are working fine.READ MORE,Pretty good
13964,5,"Good service, best qualityREAD MORE",Wonderful
13965,5,"Good product , worth buyingREAD MORE",Super!
13966,3,Good  but tv is very light weight otherwise okNeed more strongREAD MORE,Good
13967,5,Nice tv im loving itREAD MORE,Awesome
13968,5,Good product value for money thank to miREAD MORE,Terrific
13969,4,GoodREAD MORE,Pretty good
13970,4,Good productREAD MORE,Worth the money
13971,4,Nice product. Value for moneyREAD MORE,Pretty good
13972,4,AwesomeREAD MORE,Delightful
13973,5,Nice productsREAD MORE,Mind-blowing purchase
13974,5,Nice oneREAD MORE,Terrific
13975,3,GoddREAD MORE,Nice
13976,5,NiceREAD MORE,Simply awesome
13977,5,thanku MiREAD MORE,Super!
13978,5,Good productREAD MORE,Highly recommended
13979,4,SuperREAD MORE,Pretty good
13980,5,Best smart LED in this segment and priceREAD MORE,Worth every penny
13981,3,Happy watching tvREAD MORE,Decent product
13982,5,GoodREAD MORE,Fabulous!
13983,4,GoodREAD MORE,Very Good
13984,5,Very goodREAD MORE,Fabulous!
13985,5,Good tv. But installation is delayed. Picture quality is less good. Comparing with other TV'sREAD MORE,Just wow!
13986,4,Value For Money.. Love u MI... Delivery was quicker then expected but Installation took more time...had to wait 10 days almost which is IrritatingREAD MORE,Delightful
13987,5,Nice and picture quality is very goodREAD MORE,Terrific
13988,3,Not badREAD MORE,Decent product
13989,4,SuperREAD MORE,Good choice
13990,5,Verey bedREAD MORE,Did not meet expectations
13991,1,Very good productREAD MORE,Must buy!
13992,4,Nice product 👌felt happy smart tvREAD MORE,Pretty good
13993,4,Nice tvREAD MORE,Nice product
13994,4,Super quality super installmentREAD MORE,Wonderful
13995,5,GoodREAD MORE,Terrific purchase
13996,5,GoodREAD MORE,Highly recommended
13997,4,Really amazingREAD MORE,Nice product
13998,4,GoodREAD MORE,Good quality product
13999,4,NiceREAD MORE,Delightful
14000,5,Loved the productREAD MORE,Worth every penny
14001,5,Nice picture and sound quality. Installation was super fast. Overall good deal.READ MORE,Fabulous!
14002,5,Mi tv 40inch is value for money. Product delivered and installed on time. Happy with flipkart servicesREAD MORE,Awesome
14003,3,Nice but slowREAD MORE,Decent product
14004,5,I am happyREAD MORE,Must buy!
14005,4,Thanks for the FlipkartREAD MORE,Good choice
14006,5,SuperbTimely delivery and installationGood productREAD MORE,Just wow!
14007,5,Best smart tv and androidREAD MORE,Classy product
14008,5,Value for money using it for 2 years with no complaintsREAD MORE,Super!
14009,5,Very good value for moneyREAD MORE,Perfect product!
14010,5,Good candidateREAD MORE,Just wow!
14011,5,Super tv niceREAD MORE,Fabulous!
14012,5,Best product purchasedREAD MORE,Highly recommended
14013,5,Bad sarvies fiting havi chrges this campni barandMe not satisfayeid this sarviesREAD MORE,Not good
14014,5,Good productREAD MORE,Excellent
14015,5,Osam product good sounds effectREAD MORE,Perfect product!
14016,5,Excellent product.before I purchase I see many review about connectivity people face issues in connectivity but I didn't face any problem I connect my tv with jiofibre and it works very well.READ MORE,Wonderful
14017,4,Great product from MI. Viewing experience is very good. Only one con i noticed that TV Sound can be little louder.READ MORE,Classy product
14018,5,I am writting this review after using 3 months. The sound and picture quality both are awesome. But I found a little issue to share my cellphone screen/connect my mobile phone while playing youtube videos or any other videos.I don't know if there is any way to fix this issue.READ MORE,Wonderful
14019,5,Value for moneyREAD MORE,Mind-blowing purchase
14020,4,Very good tvGood picture qualityGood soundFull hdI like very so mustREAD MORE,Great product
14021,2,Value for money 👍READ MORE,Value-for-money
14022,5,Very nice product Truelly worthREAD MORE,Fabulous!
14023,5,NiceeREAD MORE,Perfect product!
14024,4,"Good product, very nice 👌READ MORE",Nice product
14025,5,osmm product by flipcartREAD MORE,Simply awesome
14026,5,I think goodREAD MORE,Wonderful
14027,5,Gud. Tv budgetREAD MORE,Simply awesome
14028,5,"Worst. Wifi issues. Issues in voice search. Problem in screen cast, youtube cast.READ MORE",Very poor
14029,1,It's just okayBut flipkart MarQ is best quality according to my experience in electronics items.READ MORE,Worst experience ever!
14030,1,"The product  is good , nice feature one must buy itREAD MORE",Worthless
14031,1,Good and nice productREAD MORE,Must buy!
14032,5,Y ur installation is not fastREAD MORE,Worthless
14033,5,Best buy at 15000 only...Value for moneyREAD MORE,Excellent
14034,5,FabulousREAD MORE,Great product
14035,5,Nice tvREAD MORE,Must buy!
14036,5,Very good in this price range (15-16k)READ MORE,Must buy!
14037,5,Nice awesomeREAD MORE,Best in the market!
14038,5,I recently purchased this Mi Android TV 43 inch from flipkart. I am using it for over a week now and I am really impressed with the build quality of this TV. Xiaomi India is doing great job with providing best value for money product in each category. I am very satisfied with the picture and audio quality of this TV. At last I want to thanks flipkart and xiaomi for super quick delivery and installation of the LED TV.READ MORE,Fabulous!
14039,4,Overall better but starting and connect to chanel takes to much time. It takes more than 1 minutes to start viewing tv.READ MORE,Brilliant
14040,5,Nyc product & awesome deliveryREAD MORE,Really Nice
14041,1,Good ledREAD MORE,Best in the market!
14042,3,Product is nice and delivery was good but disappointed in installation. Unnecessary delayed as per schduledREAD MORE,Good
14043,5,GreatREAD MORE,Terrific purchase
14044,4,WorthyREAD MORE,Good quality product
14045,4,GoodREAD MORE,Pretty good
14046,4,Very goodREAD MORE,Good choice
14047,5,This TV is very  good  and superREAD MORE,Simply awesome
14048,5,Review after my one week observation I have experienced with good quality background picture with MI 4A Pro product.READ MORE,Fabulous!
14049,5,Everything is excellentREAD MORE,Classy product
14050,5,Everything is goodREAD MORE,Super!
14051,5,Product is good conditionREAD MORE,Mind-blowing purchase
14052,5,Very goodREAD MORE,Wonderful
14053,5,Worst led tv ...Lg 32lm560 is best  is best forREAD MORE,Could be way better
14054,5,picture quality and sound quality good nice productsREAD MORE,Terrific purchase
14055,5,NiceREAD MORE,Wonderful
14056,5,Great tvREAD MORE,Excellent
14057,5,ExcellentREAD MORE,Fabulous!
14058,5,Very goodREAD MORE,Mind-blowing purchase
14059,5,Awesome tv.READ MORE,Great product
14060,5,Nice productREAD MORE,Fabulous!
14061,2,Very impressiveREAD MORE,Simply awesome
14062,5,Nice TVREAD MORE,Mind-blowing purchase
14063,4,GoodREAD MORE,Delightful
14064,4,Over all good product with this price.READ MORE,Good choice
14065,4,NiceREAD MORE,Wonderful
14066,4,awesome go for itREAD MORE,Really Nice
14067,5,Very very happyREAD MORE,Perfect product!
14068,5,It's such a nice productREAD MORE,Just wow!
14069,5,Best product I love itREAD MORE,Terrific purchase
14070,3,YouTube is not play proper wayREAD MORE,Nice
14071,5,I'm happy in this smart TVAnd my feedback back value for money smart TV and thanks for flipkart timely delivery and overall proper packaging Sound - 4/5Picture quality - 4/5Connectivity - 5/5App installed -5/5Light weight - 5/5READ MORE,Excellent
14072,4,GoodREAD MORE,Very Good
14073,5,Worth paying good oneREAD MORE,Wonderful
14074,5,"Installation guy was very bad, not shown anything and not responding to calls.READ MORE",Not recommended at all
14075,5,Best in this priceREAD MORE,Perfect product!
14076,5,It's wonderful.READ MORE,Must buy!
14077,4,Best Quality of TV in this price range.READ MORE,Super!
14078,4,GoodREAD MORE,Worth the money
14079,5,Nice productREAD MORE,Very Good
14080,1,"Bad tv,keeps disconnecting from wifi,line in screen after 18 Months of buyingREAD MORE",Hated it!
14081,1,Very nice productREAD MORE,Classy product
14082,5,Nice LED ...READ MORE,Highly recommended
14083,5,Very nice and fastestREAD MORE,Simply awesome
14084,5,Mi tv is just awesome..but mi increase price is not goodREAD MORE,Terrific
14085,5,GoodREAD MORE,Perfect product!
14086,5,Good product under 15000. But flipkart should give stand free with tv. installation guy will take 400 rs extra for stand.READ MORE,Awesome
14087,3,Unnecessary ad of mi TV while watching TVREAD MORE,Does the job
14088,5,"I am writing this review after using for 6 months.I had ordered this after seeing the review . I was sceptical at first as I was using Samsung smart tv.Then, I went ahead and bought this as samsung was not deliverable.Pros:Value for moneyGood installation.Good picture quality though less than samsungNice soundCons:Very poor internet connection stabilityTv does get stuck at times and need restart.Usage is not as smooth as samsung, but still manageable.Suggestion:Invest a bit mor...READ MORE",Could be way better
14089,4,Best product in this price... Video quality is too good. Best sound quality.. Flipkart delivery n installation process is best💯READ MORE,Perfect product!
14090,5,After 10 days use basically good.READ MORE,Good choice
14091,2,"Great product. However, installation guys are a complete let down.READ MORE",Great product
14092,5,Thanks Flipkart and also thanks to MIREAD MORE,Super!
14093,5,LovlyREAD MORE,Must buy!
14094,5,GoodREAD MORE,Simply awesome
14095,5,GoodREAD MORE,Perfect product!
14096,5,AwesomeREAD MORE,Simply awesome
14097,5,Installation person nice interaction with customerREAD MORE,Wonderful
14098,5,Superb & NiceREAD MORE,Excellent
14099,3,Nice oneREAD MORE,Does the job
14100,5,This product is not working properly and west my money and timeREAD MORE,Unsatisfactory
14101,1,SupperREAD MORE,Perfect product!
14102,5,Nice tvREAD MORE,Worth every penny
14103,5,Very nice productREAD MORE,Excellent
14104,5,NiceREAD MORE,Brilliant
14105,4,"It's an amazing product by mi, Great delivery and installation service these guys are very coprated.READ MORE",Good choice
14106,4,Nice product 👍👍👍👍👍READ MORE,Good choice
14107,3,Prime Video doesn't work on this TV.The Company should fix this issue with an update.READ MORE,Just okay
14108,5,NiceREAD MORE,Brilliant
14109,5,Loved itREAD MORE,Highly recommended
14110,5,Very good 😊READ MORE,Just wow!
14111,5,GoodREAD MORE,Highly recommended
14112,3,Sound and picture quality is good. But starts freezing often. Very slow in speed while loading apps. Need to switch off switch some time when screen freezes.READ MORE,Just okay
14113,5,Operting time is high...it takes time to startREAD MORE,Awesome
14114,4,I am so happy with this productREAD MORE,Delightful
14115,3,Good TV.Value for money.Just takes much time to startREAD MORE,Good
14116,5,Don't buy because I got a used products and now tv is not working properly in just a week and they are not replacing with a new oneREAD MORE,Unsatisfactory
14117,5,Supar dilavar menREAD MORE,Wonderful
14118,5,GoodREAD MORE,Awesome
14119,5,Nice products and good quality and low priceREAD MORE,Excellent
14120,5,niceREAD MORE,Must buy!
14121,1,Superb 👍👍👍READ MORE,Must buy!
14122,4,Bad picture quality.READ MORE,Did not meet expectations
14123,5,AwesomeREAD MORE,Nice product
14124,4,Best Mi productREAD MORE,Awesome
14125,5,Good not superREAD MORE,Very Good
14126,4,"I really need that thing, fantabulous and nice packing Flipkart .READ MORE",Awesome
14127,4,Very good productAnd nice tvREAD MORE,Very Good
14128,4,Best productREAD MORE,Really Nice
14129,5,Pic goodREAD MORE,Really Nice
14130,5,Excellent purchase.. Installation was done very nicelyREAD MORE,Terrific
14131,1,Tq so much flipkart my village udaiyur kattumannarkoil  send to my village and installation wrk it's awesome my parents so happy tq so muchREAD MORE,Fabulous!
14132,4,This t.v is not bad I think it is a complete package under minimum rupees. I m happy with the product .READ MORE,Worth the money
14133,4,Nice💕READ MORE,Good quality product
14134,4,"Nice working & good quality frim mi company,its satisfied for money..gud to buyREAD MORE",Good quality product
14135,5,ExcellentREAD MORE,Wonderful
14136,5,Very goodREAD MORE,Simply awesome
14137,5,NO 1 SMART LED IN THIS PRICE SEGMENTREAD MORE,Super! NO 1 SMART LED BRAND
14138,5,"Fast delivery and installation, good picture quality. Price is economical as well go for it. Worth the money.READ MORE",Awesome
14139,4,Nice product at this rangeSound little bit low but no problem.it is sufficient for 12×12 rooms.READ MORE,Nice product
14140,5,AmazingREAD MORE,Must buy!
14141,1,"After 2 month of use it's led gone, don't go mi, it's cheating with us giving referbushed item.READ MORE",Waste of money!
14142,5,Nice productREAD MORE,Terrific
14143,4,I have problems to castingREAD MORE,Value-for-money
14144,5,Good oneREAD MORE,Worth every penny
14145,5,So Nice Smart TvREAD MORE,Mind-blowing purchase
14146,5,Super very nice TV and automatically updated by next version simply awesomeREAD MORE,Best in the market!
14147,5,SuperREAD MORE,Awesome
14148,4,Good thank youREAD MORE,Good quality product
14149,5,Xiaomi XiaomiNo one can beat themPatchwall is unique features in this LedREAD MORE,Must buy!
14150,5,No other brand close to this led Picture quality bestREAD MORE,Mind-blowing purchase
14151,5,Excellent buy. go for it.READ MORE,Must buy!
14152,4,Have changed the main board for 4 time till now because the screen goes black after 6 months … it doesn’t last or else you’ve to keep changing the boardREAD MORE,Not recommended at all
14153,4,Everything fine except flipkart guys...READ MORE,Pretty good
14154,4,Good picture qualityConnectivity issues sometimesSound quality is averageSupports OTT appsDelivery was goodInstallation was scheduled but person did not visited.Wall mount stand cost extraWiFi disconnects frequentlyOverall average rating.READ MORE,Don't waste your money
14155,5,good prosuctREAD MORE,Good choice
14156,5,very good oneREAD MORE,Delightful
14157,5,It is very amazing product 👌 👍READ MORE,Super!
14158,5,NiceREAD MORE,Awesome
14159,1,BetterREAD MORE,Best in the market!
14160,1,It's very nice experienceREAD MORE,Best in the market!
14161,4,NiceREAD MORE,Good quality product
14162,5,Loved alot ! Fulfilled my expectations!Thx to flipkart and MI ❤️READ MORE,Worth every penny
14163,5,Superb experience in using mi 4a proInstallation and demo was awesomeConnectivity is little bit slower other than that everything was superbI loved itREAD MORE,Just wow!
14164,4,Working perfect and worth buyingREAD MORE,Really Nice
14165,5,Product is too much good. And I am using only 2 days it looks okay and delivery was in time and installation was over expectations. I hope it would work for me long time.READ MORE,Excellent
14166,5,AWESOME PRODUCTREAD MORE,Just wow!
14167,5,Nice productREAD MORE,Fabulous!
14168,3,Quality product. Timely delivery. Good experience from technicians who came for instalationREAD MORE,Just okay
14169,5,Must buy...Best tv at this costI love itREAD MORE,Wonderful
14170,4,GoodREAD MORE,Good quality product
14171,4,Very good value for your moneyREAD MORE,Nice product
14172,4,Good.. value of money..READ MORE,Good quality product
14173,5,Ok goodREAD MORE,Must buy!
14174,4,GoodREAD MORE,Delightful
14175,5,Received today and instalation done after one hour.  Thanks flipkartREAD MORE,Excellent
14176,5,Good product and value for money.. picture quality is superb and sound in excellent...👌👌😇READ MORE,Just wow!
14177,4,"Highly recommend, value of moneyREAD MORE",Good quality product
14178,5,good qualityREAD MORE,Great product
14179,3,Nice at this priceREAD MORE,Just okay
14180,5,"I love this MI product, good clarity and nice sound & in time delivered thank you so much Flipkat team and MI Team.READ MORE",Wonderful
14181,4,Good but It's Ethernet Connectivity Just Slow & Unwanted.READ MORE,Worth the money
14182,5,"Superb at this price range, overall the best by Xiomi. Plz go for it do not hesitate.READ MORE",Highly recommended
14183,4,Product is very good. Value for money. Quality is good.but delivery is okay. Only thing is installation is very bad. They took almost a week and also just for making 3 screws they charged 400 RUPEES IS VERY BAD.  But the flipkart customer care staff's are very good. They were really appreciatedREAD MORE,Good choice
14184,4,GoodREAD MORE,Really Nice
14185,4,Over all its goodREAD MORE,Good choice
14186,5,Good workREAD MORE,Terrific purchase
14187,5,Good tvREAD MORE,Wonderful
14188,5,Sound quality is very poor.READ MORE,Waste of money!
14189,5,Tv is goodREAD MORE,Fabulous!
14190,4,**Not a product review**This ratting not for the product but the service I getting from Flipkart. I booked the product on 15th June and it still not installed very bad experience with Flipkart.READ MORE,Flipkart service review
14191,5,GoofREAD MORE,Just wow!
14192,2,GoodREAD MORE,Worth the money
14193,1,AwesomeREAD MORE,Terrific purchase
14194,3,GoodREAD MORE,Decent product
14195,5,ThanksREAD MORE,Must buy!
14196,5,Aussom TVREAD MORE,Mind-blowing purchase
14197,4,Worth of moneyREAD MORE,Good quality product
14198,5,SuperbREAD MORE,Simply awesome
14199,5,Good product 👍👍READ MORE,Awesome
14200,5,GoodREAD MORE,Worth every penny
14201,5,SuperREAD MORE,Wonderful
14202,4,Nice productREAD MORE,Very Good
14203,3,Voice Search is not working all the timeREAD MORE,Good
14204,5,Insulation is not done I'm happyREAD MORE,Best in the market!
14205,4,GoodREAD MORE,Good quality product
14206,5,Good productREAD MORE,Fabulous!
14207,4,GoodREAD MORE,Very Good
14208,5,Best tvREAD MORE,Excellent
14209,5,NiceREAD MORE,Excellent
14210,4,Very good quality . picture quality also good but did not download all apps from playstore.just like jiotv and app login procedure also very worst.READ MORE,Value-for-money
14211,5,HappyREAD MORE,Worth every penny
14212,5,GoodREAD MORE,Wonderful
14213,5,Bought this product for 18k and it's worth the money.Good picture quality and sound.Regular updates tooREAD MORE,Terrific purchase
14214,5,AwesomeREAD MORE,Mind-blowing purchase
14215,5,Super awesomeREAD MORE,Worth every penny
14216,5,NiceREAD MORE,Worth every penny
14217,5,Except sound stereos which is very variant at times and have to be so keen to listen the dialogues. Apart from that everything is perfect in this tv. Timely delivery and installation.READ MORE,Great product
14218,5,GudREAD MORE,Excellent
14219,5,Best optionREAD MORE,Highly recommended
14220,4,Nice productREAD MORE,Wonderful
14221,5,Excellent as expected..READ MORE,Terrific purchase
14222,5,Worth it  according to the priceREAD MORE,Awesome
14223,4,Picture quality awesomeDecent sound quality Installation and delivery are wellI reduced 1 star for Connectivity and software It’s my genuine review..READ MORE,Pretty good
14224,4,I likedREAD MORE,Really Nice
14225,5,Nice productREAD MORE,Classy product
14226,5,Product is really goodREAD MORE,Terrific
14227,5,GoodREAD MORE,Terrific
14228,5,Good productREAD MORE,Classy product
14229,3,The only thing that disappointed me is connectivityThe wifi doesn't support 4g or 5g supportREAD MORE,Good
14230,3,Poor remote didn't have a mute buttonREAD MORE,Does the job
14231,5,This quality very poor. From 1st day not speaker and hardware problemREAD MORE,Horrible
14232,5,Thanks flipkart and jeeves installation was given excellent service by Ganesha and explained all the paths very good and helpful in getting things in place. ThanksREAD MORE,Terrific
14233,1,Best TVREAD MORE,Wonderful
14234,4,Good ledREAD MORE,Good quality product
14235,5,Really great.. I strongly recommend.. Great experience.READ MORE,Terrific purchase
14236,3,I could not connect with my phon ...MI company's employee didn't tell me proper information even I asked employee...I m not happy with this product or employee..I will not recommend anyone to purchase this kind of products from MiREAD MORE,Nice
14237,5,Nice beautiful 32inch LED TV mi 👍👍👍👍👍READ MORE,Fabulous!
14238,4,Good qualityREAD MORE,Value-for-money
14239,5,Don't buy because. In this TV not working mirror cast.. Still and some technical issues alsoREAD MORE,Don't waste your money
14240,3,Nice oneREAD MORE,Terrific purchase
14241,4,"dont buy this TV,, Connectivity problemREAD MORE",Utterly Disappointed
14242,1,Frequently hanging tv....more frequently complete green screen. Software performance is not goodREAD MORE,Good
14243,1,Overall good experience after buying this mi TVREAD MORE,Wonderful
14244,5,Oruginal productREAD MORE,Awesome
14245,5,good  quality value for moneyREAD MORE,Best in the market!
14246,5,Fast deliverySatisfied with productREAD MORE,Simply awesome
14247,5,I am pleased to have MI 4A PRO awesome product apart from the delivery person to the installation person are all generous they did their job flawlessly.READ MORE,Best in the market!
14248,3,No whatsup video call support...waste of this productREAD MORE,Did not meet expectations
14249,5,Not bad okREAD MORE,Good
14250,5,Review after almost 2 years the LED is incredible I will say must buy it it is better than horizon editionREAD MORE,Terrific
14251,4,Really good tvREAD MORE,Super!
14252,5,This mi 32 inch is a good option for small rooms the picture quality is very good since I m using this from past 1 1/2 years and not facing problem overall a good product at this price rate I purchased it for 11000 rps I m happy with itREAD MORE,Nice product
14253,1,Nice 🥰READ MORE,Mind-blowing purchase
14254,4,Price worthREAD MORE,Wonderful
14255,5,GoodREAD MORE,Terrific
14256,5,This tv is not good because this TV is more problem completely bakbas service flipkart complete product services this not goodREAD MORE,Did not meet expectations
14257,4,"Value for money, picture quality good.READ MORE",Wonderful
14258,4,goodREAD MORE,Wonderful
14259,4,Nice ExcellentREAD MORE,Delightful
14260,5,Worth for the price:)READ MORE,Really Nice
14261,1,"I don't know what to say about it. It is very unsatisfied product yet form Flipkart.On running continues for 7 hours, the display gets damaged.And customer service can't taking any response.READ MORE",Worst experience ever!
14262,1,Good tv but sound quality is very badREAD MORE,Worthless
14263,1,Good qualityREAD MORE,Wonderful
14264,3,"Sorry this product not satisfied..,Rizwan.GujaratREAD MORE",Does the job
14265,4,Great productREAD MORE,Nice product
14266,5,Good buy value for money 💰READ MORE,Simply awesome
14267,5,"Awesome, thank you MI and thank you flipcard.READ MORE",Highly recommended
14268,4,Nice product..READ MORE,Good quality product
14269,5,Good 😊 led tv nice sondREAD MORE,Highly recommended
14270,5,Value of money 💰Delivery 🚚 & installation goodREAD MORE,Highly recommended
14271,4,Good productREAD MORE,Good choice
14272,5,Very good productREAD MORE,Mind-blowing purchase
14273,5,"Never thought that I can view TV the way Mi Pro108cm can provide. Chromecast and other software is outstanding. Excellent support staff,  installation and demonstration. Thank you Mi ! But I am yet to receive the additional warranty for 2 years. I have paid Rs. 1400 over and above the cost of Mi TV Pro 108 cm.READ MORE",Just wow!
14274,5,"Overall good tv, just little bit slowREAD MORE",Best in the market!
14275,4,GoodREAD MORE,Worth the money
14276,4,Worth Money👍READ MORE,Very Good
14277,5,NiceREAD MORE,Perfect product!
14278,5,Good quality very low priceREAD MORE,Must buy!
14279,5,GoodREAD MORE,Wonderful
14280,5,GoodREAD MORE,Excellent
14281,3,Nice productREAD MORE,Decent product
14282,5,"DEAR CUSTOMERPLS DONT FALL FOR THE POSITIVE REVIEW FOR THIS PATHETIC PRODUCT , I WAS ONCE ATTRACTED TO TAKE THIS PRODUCT AFTER SEEING THE REVIEWS HERE BUT MY EXPERIENCE WITH MI IS THE WORST ,I HAVNT USED ANY PRODUCT WHOSE CUSTOMER SUPPORT IS WORSER THAT MII PURCHASED MI TV IN MONTH OF NOV 2020 ,FROM THE MONTH OF MAY AM NOT ABLE TO USE MY TV BECAUSE OF ITS DISPLAY GOT DAMAGED ,MIND YOU ITS NOT DUE TO ANY PHYSICAL DAMAGE  ,THE PRODUCT IS STILL IN WARRENTY PERIOD ,BUT STILL THE PRODUCT IS IDLE...READ MORE",Not recommended at all
14283,1,Good productREAD MORE,Brilliant
14284,5,It not on tv it’s on FLIPKART these people only bluff at the time of ordering to get the orders later they are not on there commitment at all please order it on other app where they say it’s it correct. I will look in to that I will never order any more orders from now Paying more money we have to wait for things which is worst Sorry to say but it’s the worst experiences what I had taking an new productsREAD MORE,Not recommended at all
14285,5,V goodREAD MORE,Must buy!
14286,4,OkREAD MORE,Mind-blowing purchase
14287,5,Nice quality.. Well sound but picture quality not wellREAD MORE,Good choice
14288,4,Ok not badREAD MORE,Awesome
14289,5,"Product delivery is good,but installation charge is high...I am not satisfiedREAD MORE",Good quality product
14290,5,Thanks Flipkart to fast delivery!!!!!READ MORE,Highly recommended
14291,5,"Picture quality, sound and connectivity is good.For installation get delayed.READ MORE",Awesome
14292,5,Good.READ MORE,Perfect product!
14293,1,Veri goodREAD MORE,Perfect product!
14294,4,Super soundsREAD MORE,Good choice
14295,5,Best for valueREAD MORE,Worth every penny
14296,5,Worth for moneyREAD MORE,Wonderful
14297,5,Awesome.... Superb and value for mony.... Then installation.... States is Abdateed delay....READ MORE,Just wow!
14298,4,Nice product from MIREAD MORE,Value-for-money
14299,5,Imstallation working is not went for installREAD MORE,Excellent
14300,5,It's worth it 🙂READ MORE,Terrific
14301,4,Simply awesomeREAD MORE,Very Good
14302,4,Good product nice sound quality and picturesREAD MORE,Value-for-money
14303,5,"Good video quality, satisfied overall , need more time for evaluation. But not supporting few video format.READ MORE",Worth every penny
14304,4,Expected delivery is late else very good thank you flipkartREAD MORE,Value-for-money
14305,5,In the range of 15000 this is the bestREAD MORE,Simply awesome
14306,4,GoodREAD MORE,Really Nice
14307,5,Excellent performance and value for money 😊😊READ MORE,Mind-blowing purchase
14308,5,GoodREAD MORE,Mind-blowing purchase
14309,5,Overall rating is good 👍👍👍👍READ MORE,Excellent
14310,5,Very nice and good product I love miValue for moneyREAD MORE,Classy product
14311,5,Good performanceREAD MORE,Terrific
14312,5,"Jeeves installation is worst, no professionalism. Overall the product is fantasticREAD MORE",Awesome
14313,1,Instalation person is not good he is very hurry and also not installed properlyREAD MORE,Not recommended at all
14314,4,"Very very poor and utterly disappointed service by mi tv technicians with worst coordination of flip cart serviceTv installation schedule never happened on time as per schedule and every time these people ignore my call for response. I strongly recommend to correct your policy. if not, customers will go to others.READ MORE",Don't waste your money
14315,4,value for Money Thanks Flipkart For Safe & Fast DeliveryREAD MORE,Good Product
14316,4,Good product 👌READ MORE,Very Good
14317,5,Value for money 🤑READ MORE,Good quality product
14318,5,"Nice TV, Packaging was good. delivered on timeREAD MORE",Wonderful
14319,4,One of the best in this budgetREAD MORE,Simply awesome
14320,5,worst tv...dont buyREAD MORE,Unsatisfactory
14321,5,Good mi tv & nice lookREAD MORE,Good quality product
14322,1,Nice productREAD MORE,Must buy!
14323,1,NiceREAD MORE,Super!
14324,5,OkREAD MORE,Classy product
14325,5,Good productREAD MORE,Just wow!
14326,3,OKREAD MORE,Decent product
14327,5,Very goodREAD MORE,Simply awesome
14328,5,Very good product Working in nice condition ???READ MORE,Best in the market!
14329,5,"This is the second MI TV for my family. One of the best product i bought in recent past. Color, pixel, functioning everything is just perfect at this price. Best product for middle class family with royal experienceREAD MORE",Excellent
14330,3,Connecting problemREAD MORE,Good
14331,5,This device very poor in receiving Mobile Hotspot Wifi signals. My laptop can easily stream HD/4k videos using the same Hotspot connected to the TV. But MI TV struggling to stream even 720p quality videos from youtube.READ MORE,Unsatisfactory
14332,5,Best quality product .TV by miREAD MORE,Must buy!
14333,1,SuperREAD MORE,Worth every penny
14334,5,GoodREAD MORE,Terrific
14335,4,NiceREAD MORE,Pretty good
14336,5,Nice product awsome?READ MORE,Super!
14337,5,love itREAD MORE,Worth every penny
14338,5,Good one in this range of price ...!READ MORE,Perfect product!
14339,5,Great productREAD MORE,Highly recommended
14340,4,very goodREAD MORE,Wonderful
14341,5,"Tv is awesome  I have tested pic , sound , connectivy , quality and all was good great product installation guy also guided properly ..READ MORE",Terrific
14342,5,"It, s okREAD MORE",Excellent
14343,4,Good product ?READ MORE,Worth the money
14344,4,They taking extra charge of installation and wall fitting... Wall fitting charges taken as 400 extra... This is horrible... Dobt by itREAD MORE,Good quality product
14345,3,GoodREAD MORE,Good
14346,3,"very good quality features, i like the structureREAD MORE",Does the job
14347,5,Excellent 👌READ MORE,Mind-blowing purchase
14348,5,Thank u FlipkartREAD MORE,Simply awesome
14349,4,Picture quality is very bad. Colour producing ability is very bad. Picture looks very pale and dull. No real colours. Viewing angle is almost zero. It looks ok only from straight angle.READ MORE,Could be way better
14350,5,Good clarity good productREAD MORE,Really Nice
14351,3,Its too good...READ MORE,Brilliant
14352,5,Voice quality not good..READ MORE,Does the job
14353,2,Very goodREAD MORE,Great product
14354,5,"Good products picture, sound all ok.kollkataREAD MORE",Worth every penny
14355,5,Nice productREAD MORE,Terrific purchase
14356,5,"Just installed Today. Apparently looks good. Need to check the life of LED pannel which is a big concern nowadays.Not sure why Connectivity rating is low? Either people don't have good internet connection or they have turned on Data Saver. If you turn off data saver then you will not get any connectivity issue. Picture Quality is excellent. Have to customize. Sound ok ok type, can say good. Have noticed lagging in switching App.READ MORE",Great product
14357,5,AasomeREAD MORE,Wonderful
14358,3,Very good tv in this priceREAD MORE,Just okay
14359,5,Nice TvREAD MORE,Awesome
14360,5,NiceREAD MORE,Worth every penny
14361,5,Good sound ?READ MORE,Must buy!
14362,5,SuperREAD MORE,Worth every penny
14363,5,Best productREAD MORE,Simply awesome
